Artist,Track,Album,Album_type,Danceability,Energy,Loudness,Speechiness,Valence,Tempo,Duration_min,Views,Likes,Comments,Licensed,official_video,Stream,most_playedon,Total_popularity,Energy_level,Loudness_level,Tempo_level,Speechiness_level,Valence_level,Popularity_level
Natalia Lafourcade,Golpes En El Corazón,ADN (Capítulo A),album,59,70,-5.9,2,74,115,3.5,8774126,66859,1296,True,True,27510433,Spotify,36284559,High,Loud,Fast,Very Musical,Happy,Very High
Natalia Lafourcade,"Amor, Amor De Mis Amores (With Devendra Banhart)",Mujer Divina - Homenaje a Agustín Lara,album,69,39,-6.7,2,64,105,4.0,573398,4479,129,False,False,70274107,Spotify,70847505,Low,Loud,Medium,Very Musical,Happy,Very High
Natalia Lafourcade,Ella Es Bonita,HU HU HU,album,70,45,-5.7,4,64,102,3.2,40849768,310543,6925,True,True,42673486,Spotify,83523254,Medium,Loud,Medium,Very Musical,Happy,Very High
B.O.B,Nothing On You,May 25th,album,55,79,-6.0,10,37,103,1.8,412165445,2551890,74382,True,True,46538720,Youtube,458704165,High,Loud,Medium,Musical,Sad,Very High
B.O.B,Nothin' On You (Feat. Bruno Mars),B.o.B Presents: The Adventures of Bobby Ray,album,68,85,-5.8,4,74,103,4.5,412165445,2551890,74382,True,True,436151047,Spotify,848316492,Very High,Loud,Medium,Very Musical,Happy,Very High
B.O.B,Airplanes (Feat. Hayley Williams Of Paramore),B.o.B Presents: The Adventures of Bobby Ray,album,66,86,-4.3,11,37,93,3.0,643849086,3487759,156593,True,True,627172600,Youtube,1271021686,Very High,Very Loud,Medium,Musical,Sad,Very High
B.O.B,Headband (Feat. 2 Chainz),Underground Luxury,album,91,50,-7.1,30,27,97,3.7,84641388,521702,12805,False,True,313273991,Spotify,397915379,Medium,Loud,Medium,Mixed,Sad,Very High
B.O.B,Magic (Feat. Rivers Cuomo),B.o.B Presents: The Adventures of Bobby Ray,album,54,93,-4.1,34,78,82,3.3,59249289,307660,27849,True,True,160041265,Spotify,219290554,Very High,Very Loud,Slow,Mixed,Happy,Very High
B.O.B,So Good,Strange Clouds,album,66,90,-5.0,14,59,85,3.6,56610745,391040,23302,True,True,167677668,Spotify,224288413,Very High,Very Loud,Slow,Musical,Neutral,Very High
B.O.B,"Airplanes, Pt. Ii (Feat. Eminem & Hayley Williams Of Paramore)",B.o.B Presents: The Adventures of Bobby Ray,album,66,87,-4.7,20,39,93,5.3,1958193,18109,409,False,False,119590691,Spotify,121548884,Very High,Very Loud,Medium,Mixed,Sad,Very High
B.O.B,Strange Clouds (Feat. Lil Wayne),Strange Clouds,album,53,66,-6.7,28,80,73,3.8,35539937,252334,17106,True,True,106535332,Spotify,142075269,High,Loud,Slow,Mixed,Very Happy,Very High
B.O.B,Both Of Us (Feat. Taylor Swift),Strange Clouds,album,67,72,-7.1,5,4,125,3.6,59342871,534707,28438,True,True,64916811,Spotify,124259682,High,Loud,Fast,Very Musical,Very Sad,Very High
B.O.B,We Still In This Bitch (Feat. T.I. And Juicy J),Underground Luxury,album,69,73,-5.1,13,49,140,4.1,76226072,553972,12795,True,True,71755419,Youtube,147981491,High,Loud,Very Fast,Musical,Neutral,Very High
Max Richter,On The Nature Of Daylight,The Blue Notebooks (15 Years),album,6,34,-12.7,4,3,65,6.2,3310143,82047,3922,True,True,83581291,Spotify,86891434,Low,Medium,Very Slow,Very Musical,Very Sad,Very High
Max Richter,Spring 1 - 2012,"Recomposed By Max Richter: Vivaldi, The Four Seasons",album,70,34,-12.3,4,16,105,2.5,481475,8572,336,True,True,80889340,Spotify,81370815,Low,Medium,Medium,Very Musical,Very Sad,Very High
Max Richter,Vladimir'S Blues,The Blue Notebooks (15 Years),album,37,16,-21.9,6,5,114,1.3,1166953,3709,0,True,True,87092622,Spotify,88259575,Very Low,Very Soft,Fast,Very Musical,Very Sad,Very High
Max Richter,Dream 1 (Before The Wind Blows It All Away) - Pt. 8,Sleep,album,16,0,-37.6,5,5,69,2.0,314735,3647,157,False,False,21107391,Spotify,21422126,Very Low,Very Soft,Very Slow,Very Musical,Very Sad,Very High
Max Richter,The Departure,The Leftovers: Season 1 (Music from the HBO Series),album,38,0,-39.1,4,11,116,1.3,5331789,56417,1932,False,False,86888037,Spotify,92219826,Very Low,Very Soft,Fast,Very Musical,Very Sad,Very High
Max Richter,Written On The Sky,The Blue Notebooks (15 Years),album,34,11,-25.2,4,18,136,1.7,283209,3209,87,False,False,67334341,Spotify,67617550,Very Low,Very Soft,Very Fast,Very Musical,Very Sad,Very High
Max Richter,A Catalogue Of Afternoons,The Blue Notebooks (15 Years),album,12,9,-31.7,4,13,205,1.8,170969,1963,69,True,True,74484448,Spotify,74655417,Very Low,Very Soft,Very Fast,Very Musical,Very Sad,Very High
Max Richter,Dream 1 (Before The Wind Blows It All Away) - Pt. 1,Sleep,album,21,0,-39.9,4,8,72,2.6,314735,3647,157,False,False,53437196,Spotify,53751931,Very Low,Very Soft,Slow,Very Musical,Very Sad,Very High
Max Richter,Dream 1 (Before The Wind Blows It All Away) - Pt. 2,Sleep,album,31,0,-37.8,4,6,64,2.4,314735,3647,157,False,False,8178156,Spotify,8492891,Very Low,Very Soft,Very Slow,Very Musical,Very Sad,Very High
Max Richter,Dream 1 (Before The Wind Blows It All Away) - Pt. 4,Sleep,album,28,0,-36.3,4,8,66,2.2,314735,3647,157,False,False,8749515,Spotify,9064250,Very Low,Very Soft,Very Slow,Very Musical,Very Sad,Very High
Jason Mraz,I'M Yours,We Sing. We Dance. We Steal Things.,album,70,44,-9.3,4,71,150,4.0,709138850,4145040,129068,True,True,1511693506,Spotify,2220832356,Medium,Loud,Very Fast,Very Musical,Happy,Very High
Jason Mraz,Lucky,We Sing. We Dance. We Steal Things.,album,62,41,-8.7,3,66,130,3.2,182343059,1017532,31747,True,True,584335743,Spotify,766678802,Medium,Loud,Very Fast,Very Musical,Happy,Very High
Jason Mraz,I Won'T Give Up,Love Is a Four Letter Word (Deluxe Edition),album,48,30,-10.1,4,13,133,4.0,175138983,1146482,34127,True,True,736204200,Spotify,911343183,Low,Medium,Very Fast,Very Musical,Very Sad,Very High
Jason Mraz,93 Million Miles,Love Is a Four Letter Word (Deluxe Edition),album,57,45,-10.3,2,51,140,3.6,117790400,821601,21680,True,True,130421376,Spotify,248211776,Medium,Medium,Very Fast,Very Musical,Neutral,Very High
Jason Mraz,Have It All,Know.,album,64,63,-4.9,4,60,82,3.8,33011217,292540,10851,True,True,146604514,Spotify,179615731,High,Very Loud,Slow,Very Musical,Happy,Very High
Jason Mraz,The Remedy (I Won'T Worry),Waiting for My Rocket to Come,album,58,86,-4.5,3,79,94,4.3,16012051,53473,3177,True,True,58417908,Spotify,74429959,Very High,Very Loud,Medium,Very Musical,Happy,Very High
Jason Mraz,Look For The Good - Single Version,Look For The Good,single,71,61,-8.2,13,74,90,4.0,3884518,55795,2122,False,True,36296564,Spotify,40181082,High,Loud,Medium,Musical,Happy,Very High
Jason Mraz,Love Someone,YES! (Commentary),album,58,34,-14.8,3,7,97,4.3,30635459,197671,3069,True,True,132624684,Spotify,163260143,Low,Medium,Medium,Very Musical,Very Sad,Very High
Jason Mraz,More Than Friends (Feat. Meghan Trainor),Know.,album,45,52,-7.0,3,52,139,3.0,21205332,258871,3142,True,True,42140485,Spotify,63345817,Medium,Loud,Very Fast,Very Musical,Neutral,Very High
Jason Mraz,Winter Wonderland - Bonus Track,A Very Special Christmas 7,compilation,61,30,-9.2,5,66,145,2.1,60720,439,12,False,False,38344433,Spotify,38405153,Low,Loud,Very Fast,Very Musical,Happy,Very High
Afrojack,Anywhere With You,Anywhere With You,single,59,74,-4.1,3,53,125,2.6,2992853,40897,649,False,True,44896677,Spotify,47889530,High,Very Loud,Fast,Very Musical,Neutral,Very High
Afrojack,Worlds On Fire (With R3Hab & Au/Ra),Worlds On Fire (with R3HAB & Au/Ra),single,62,75,-5.6,11,26,124,2.9,718759,13025,159,False,True,17009287,Spotify,17728046,High,Loud,Fast,Musical,Sad,Very High
Afrojack,Lose You,Lose You,single,64,80,-4.9,3,77,141,2.6,308156,8564,201,False,True,5304310,Spotify,5612466,Very High,Very Loud,Very Fast,Very Musical,Happy,Very High
Afrojack,Maldito Alcohol (Pitbull Vs. Afrojack),Armando,album,91,42,-10.7,23,92,127,3.4,28981520,196154,3927,True,True,37699582,Spotify,66681102,Medium,Medium,Fast,Mixed,Very Happy,Very High
Afrojack,Ten Feet Tall,Forget The World (Deluxe),album,52,86,-3.4,6,34,127,3.8,104876340,651714,13114,True,True,156759906,Spotify,261636246,Very High,Very Loud,Fast,Very Musical,Sad,Very High
Afrojack,Worlds On Fire - Afrojack & R3Hab Vs Vion Konger Vip Remix,Worlds On Fire (Afrojack & R3HAB vs Vion Konger VIP Remix),single,45,91,-2.9,14,41,129,3.1,718759,13025,159,False,True,808878,Spotify,1527637,Very High,Very Loud,Fast,Musical,Neutral,High
Afrojack,Alone Again (Feat. Afrojack & Mougleta),Alone Again (feat. Afrojack & Mougleta),single,54,79,-6.2,10,47,121,2.7,162852,2322,48,True,True,830485,Spotify,993337,High,Loud,Fast,Musical,Neutral,Medium
Afrojack,Hero,Hero,single,71,77,-5.0,3,52,125,2.9,5673295,59802,1292,False,True,72353933,Spotify,78027228,High,Very Loud,Fast,Very Musical,Neutral,Very High
Afrojack,Shockwave (With Afrojack),Shockwave (with Afrojack),single,64,98,-4.1,12,29,128,2.0,44575,3208,119,True,True,558062,Spotify,602637,Very High,Very Loud,Fast,Musical,Sad,Medium
Afrojack,Sad (Feat. Afrojack),Sad (feat. Afrojack),single,71,71,-5.5,4,20,125,2.7,7759702,118100,1339,True,True,103107764,Spotify,110867466,High,Loud,Fast,Very Musical,Sad,Very High
Danna Paola,Xt4S1S,XT4S1S,single,79,67,-4.2,8,91,130,3.7,24340483,334211,23547,True,True,84155671,Spotify,108496154,High,Very Loud,Very Fast,Very Musical,Very Happy,Very High
Danna Paola,Idiota,¿A Dónde Vamos?,album,48,57,-6.6,25,59,160,3.1,51928447,590275,24223,True,True,131251688,Spotify,183180135,Medium,Loud,Very Fast,Mixed,Neutral,Very High
Danna Paola,Mala Fama,SIE7E +,album,76,57,-4.4,9,81,176,3.0,456248569,2660217,68558,True,True,285307181,Youtube,741555750,Medium,Very Loud,Very Fast,Very Musical,Very Happy,Very High
Danna Paola,Oye Pablo,SIE7E +,album,69,63,-4.7,17,49,179,3.0,231841727,2101431,54920,True,True,210343065,Youtube,442184792,High,Very Loud,Very Fast,Musical,Neutral,Very High
Danna Paola,Amor Ordinario,K.O.,album,42,39,-8.5,4,28,140,3.2,45714312,586861,36557,True,True,56455958,Spotify,102170270,Low,Loud,Very Fast,Very Musical,Sad,Very High
Danna Paola,Nada,Malibu,album,67,80,-3.0,6,73,173,2.9,298906698,1812972,50355,True,True,223942788,Youtube,522849486,Very High,Very Loud,Very Fast,Very Musical,Happy,Very High
Danna Paola,Veo En Ti La Luz,Enredados,compilation,31,13,-14.1,3,8,103,3.6,25943040,186775,0,True,True,53928512,Spotify,79871552,Very Low,Medium,Medium,Very Musical,Very Sad,Very High
Danna Paola,Sodio,SIE7E +,album,65,76,-4.8,6,43,89,3.1,80142814,970770,31375,True,True,125653412,Spotify,205796226,High,Very Loud,Slow,Very Musical,Neutral,Very High
Danna Paola,No Bailes Sola,K.O.,album,58,75,-4.0,14,61,179,3.0,94267625,888698,102146,True,True,180513599,Spotify,274781224,High,Very Loud,Very Fast,Musical,Happy,Very High
Mohit Chauhan,Tum Se Hi,Jab We Met,album,60,53,-7.8,2,60,130,5.4,77290229,448922,8515,True,True,105143682,Spotify,182433911,Medium,Loud,Very Fast,Very Musical,Happy,Very High
Mohit Chauhan,Saiyaara,Ek Tha Tiger,compilation,65,66,-8.2,2,69,93,4.2,371831083,2051922,57670,True,True,40074980,Youtube,411906063,High,Loud,Medium,Very Musical,Happy,Very High
Mohit Chauhan,Rang Lageya,Rang Lageya - Single,single,65,50,-8.7,2,57,108,3.8,25506578,476336,45614,True,True,22181797,Youtube,47688375,Medium,Loud,Medium,Very Musical,Neutral,Very High
Mohit Chauhan,Po Nee Po - The Pain Of Love,3 (Original Motion Picture Soundtrack),album,54,61,-6.9,3,40,90,4.2,26668469,275975,8674,True,True,33854361,Spotify,60522830,High,Loud,Medium,Very Musical,Neutral,Very High
Mohit Chauhan,Kun Faya Kun,Rockstar,album,36,37,-11.0,3,57,87,7.8,333832651,2719068,94884,True,True,73834235,Youtube,407666886,Low,Medium,Slow,Very Musical,Neutral,Very High
Mohit Chauhan,"Pee Loon (From ""Once Upon A Time In Mumbaai"")",Brilliant Melodist Pritam,compilation,65,72,-5.1,3,88,83,4.8,123101481,793672,16765,True,True,52840271,Youtube,175941752,High,Loud,Slow,Very Musical,Very Happy,Very High
Mohit Chauhan,Tujhe Bhula Diya,Anjaana Anjaani,album,64,42,-8.7,3,50,131,4.7,108416965,1173844,21889,True,True,50414439,Youtube,158831404,Medium,Loud,Very Fast,Very Musical,Neutral,Very High
Mohit Chauhan,Tune Jo Na Kaha,New York,compilation,31,47,-12.4,8,31,78,5.2,57856607,746233,19750,True,True,46358811,Youtube,104215418,Medium,Medium,Slow,Very Musical,Sad,Very High
Mohit Chauhan,Phir Se Ud Chala,Rockstar,album,64,65,-8.6,3,45,119,4.5,97646913,706281,13308,True,True,41966769,Youtube,139613682,High,Loud,Fast,Very Musical,Neutral,Very High
Mohit Chauhan,Tum Ho,Rockstar,album,35,47,-8.9,2,16,93,5.3,68032966,536769,13622,True,True,37640320,Youtube,105673286,Medium,Loud,Medium,Very Musical,Very Sad,Very High
Diljit Dosanjh,Lemonade,Drive Thru,single,78,74,-7.2,4,78,143,2.8,1248559,46330,1314,True,True,40491242,Spotify,41739801,High,Loud,Very Fast,Very Musical,Happy,Very High
Diljit Dosanjh,Proper Patola,Namaste England (Original Motion Picture Soundtrack),album,77,82,-6.5,8,49,172,3.0,57376474,486926,12897,True,True,82482566,Spotify,139859040,Very High,Loud,Very Fast,Very Musical,Neutral,Very High
Diljit Dosanjh,Peaches,Drive Thru,single,66,47,-7.3,18,34,85,3.2,49494049,483627,9357,True,True,32232390,Youtube,81726439,Medium,Loud,Slow,Musical,Sad,Very High
Diljit Dosanjh,Lover,MoonChild Era,album,82,58,-5.5,11,77,119,3.2,98924837,870853,29803,True,True,68608492,Youtube,167533329,Medium,Loud,Fast,Musical,Happy,Very High
Diljit Dosanjh,Born To Shine,G.O.A.T.,album,74,82,-4.3,8,67,90,3.6,215110720,2108215,70500,True,True,56168905,Youtube,271279625,Very High,Very Loud,Medium,Very Musical,Happy,Very High
Diljit Dosanjh,"Munda Sona Hoon Main (From ""Shehzada"")","Munda Sona Hoon Main (From ""Shehzada"")",single,77,83,-4.9,5,91,130,3.8,29148980,461253,27522,True,True,2413032,Youtube,31562012,Very High,Very Loud,Very Fast,Very Musical,Very Happy,Very High
Diljit Dosanjh,Chauffeur,Chauffeur,single,63,76,-5.0,9,54,154,3.4,56722987,759891,14652,False,True,35411494,Youtube,92134481,High,Very Loud,Very Fast,Very Musical,Neutral,Very High
Diljit Dosanjh,G.O.A.T.,G.O.A.T.,album,54,91,-3.4,25,68,176,3.7,213393996,2072415,99729,True,True,53425923,Youtube,266819919,Very High,Very Loud,Very Fast,Mixed,Happy,Very High
Diljit Dosanjh,Balle Jatta,Balle Jatta,single,77,67,-6.9,4,44,130,3.5,10404665,150519,2913,True,True,6592412,Youtube,16997077,High,Loud,Very Fast,Very Musical,Neutral,Very High
Diljit Dosanjh,Jugni,Jugni,single,76,89,-3.7,21,65,96,3.2,23490570,361181,110137,False,True,8580150,Youtube,32070720,Very High,Very Loud,Medium,Mixed,Happy,Very High
Van Halen,Jump - 2015 Remaster,1984 (Remastered),album,57,83,-6.2,3,79,129,4.0,178303531,1239483,14,True,True,678771781,Spotify,857075312,Very High,Loud,Fast,Very Musical,Happy,Very High
Van Halen,Panama - 2015 Remaster,1984 (Remastered),album,52,97,-5.4,10,45,141,3.5,37982065,266424,4,True,True,291662022,Spotify,329644087,Very High,Loud,Very Fast,Musical,Neutral,Very High
Van Halen,You Really Got Me - 2015 Remaster,Van Halen (Remastered),album,45,94,-6.0,13,64,138,2.6,12844630,113263,4513,True,True,113865132,Spotify,126709762,Very High,Loud,Very Fast,Musical,Happy,Very High
Van Halen,Runnin' With The Devil - 2015 Remaster,Van Halen (Remastered),album,47,90,-6.4,5,42,95,3.6,11686028,92403,5100,True,True,192778082,Spotify,204464110,Very High,Loud,Medium,Very Musical,Neutral,Very High
Van Halen,Hot For Teacher - 2015 Remaster,1984 (Remastered),album,55,94,-4.7,15,46,127,4.7,29560984,231797,12005,True,True,148711989,Spotify,178272973,Very High,Very Loud,Fast,Musical,Neutral,Very High
Van Halen,Ain'T Talkin' 'Bout Love - 2015 Remaster,Van Halen (Remastered),album,51,93,-6.0,4,71,139,3.8,17566351,124710,6815,False,False,126323886,Spotify,143890237,Very High,Loud,Very Fast,Very Musical,Happy,Very High
Van Halen,Why Can'T This Be Love,5150,album,53,62,-13.4,4,74,88,3.8,6012327,36632,1794,False,False,94039383,Spotify,100051710,High,Medium,Slow,Very Musical,Happy,Very High
Van Halen,Dance The Night Away - 2015 Remaster,Van Halen II (Remastered),album,54,84,-7.3,5,71,129,3.1,8547002,58351,4212,True,True,62301207,Spotify,70848209,Very High,Loud,Fast,Very Musical,Happy,Very High
Van Halen,Eruption - 2015 Remaster,Van Halen (Remastered),album,22,68,-9.1,5,50,93,1.7,26625412,383016,31650,False,False,96021886,Spotify,122647298,High,Loud,Medium,Very Musical,Neutral,Very High
Van Halen,Can'T Stop Lovin' You,Balance,album,60,91,-3.3,3,56,118,4.1,7306761,57235,1538,False,False,82904711,Spotify,90211472,Very High,Very Loud,Fast,Very Musical,Neutral,Very High
Sorriso Maroto,Refém Do Coração / O Amor Não Tem Culpa / S.O.S Paixão / Resumo De Felicidade,"Churrasquinho Menos É Mais, Vol. 2",album,42,76,-6.5,5,77,89,6.6,15727578,76369,1064,True,True,41383319,Spotify,57110897,High,Loud,Slow,Very Musical,Happy,Very High
Sorriso Maroto,Mensagem Apagada,Juntos,album,63,59,-7.7,3,53,145,2.9,31751294,181715,2507,True,True,29033022,Youtube,60784316,Medium,Loud,Very Fast,Very Musical,Neutral,Very High
Sorriso Maroto,50 Vezes - Ao Vivo,"Ao Cubo, Ao Vivo, Em Cores",album,56,65,-6.4,2,59,147,3.1,134730976,567096,8724,False,True,91721897,Youtube,226452873,High,Loud,Very Fast,Very Musical,Neutral,Very High
Sorriso Maroto,Ninguém Merece Amar Sozinho,Ninguém Merece Amar Sozinho,single,62,68,-7.0,3,50,147,3.8,3107079,23376,772,False,True,1546658,Youtube,4653737,High,Loud,Very Fast,Very Musical,Neutral,High
Sorriso Maroto,Prejuízo - Ao Vivo,Juntos (Ao Vivo),album,51,77,-5.0,4,59,152,3.1,5322635,21291,542,False,True,10665115,Spotify,15987750,High,Very Loud,Very Fast,Very Musical,Neutral,Very High
Sorriso Maroto,Dependente,De Volta pro Amanhã,album,57,49,-7.9,3,41,162,3.7,20298894,238364,6501,False,True,53697433,Spotify,73996327,Medium,Loud,Very Fast,Very Musical,Neutral,Very High
Sorriso Maroto,Volta Pra Casa - Ao Vivo,Como Antigamente (Ao Vivo),album,65,65,-6.3,3,87,142,3.5,11342711,29771,930,False,True,4969801,Youtube,16312512,High,Loud,Very Fast,Very Musical,Very Happy,Very High
Sorriso Maroto,Sinais,Sinais,album,69,71,-6.0,2,68,134,4.1,69100982,384660,8864,True,True,28058530,Youtube,97159512,High,Loud,Very Fast,Very Musical,Happy,Very High
Sorriso Maroto,A Primeira Namorada - Ao Vivo,É Diferente (Ao Vivo),album,63,76,-8.2,3,65,140,3.7,137569327,524943,9909,True,True,20990738,Youtube,158560065,High,Loud,Very Fast,Very Musical,Happy,Very High
Sorriso Maroto,Eu Topo - Ao Vivo,A.M.A (Ao Vivo),album,60,71,-7.9,4,69,151,3.6,449997,3779,59,True,True,28399088,Spotify,28849085,High,Loud,Very Fast,Very Musical,Happy,Very High
Tulsi Kumar,Hum Nashe Mein Toh Nahin,Bhool Bhulaiyaa 2,album,57,73,-7.8,6,77,85,4.0,13370809,195427,1497,True,True,46585828,Spotify,59956637,High,Loud,Slow,Very Musical,Happy,Very High
Tulsi Kumar,"Tera Ban Jaunga (From ""Kabir Singh"")",Best Of Akhil Sachdeva,compilation,60,53,-6.3,2,39,93,3.9,152722121,1254572,16065,True,True,108024224,Youtube,260746345,Medium,Loud,Medium,Very Musical,Sad,Very High
Tulsi Kumar,Soch Na Sake,Airlift,single,50,66,-5.8,3,51,151,4.7,199014080,1273811,26145,True,True,66110903,Youtube,265124983,High,Loud,Very Fast,Very Musical,Neutral,Very High
Tulsi Kumar,Shut Up,Shut Up,single,82,76,-4.8,6,78,94,2.4,21700687,530302,27674,True,True,4124681,Youtube,25825368,High,Very Loud,Medium,Very Musical,Happy,Very High
Tulsi Kumar,Paniyon Sa,"Paniyon Sa (From ""Satyameva Jayate"")",single,52,76,-5.0,5,66,75,3.9,276040511,1343087,27631,True,True,56450124,Youtube,332490635,High,Very Loud,Slow,Very Musical,Happy,Very High
Tulsi Kumar,"O Saki Saki (From ""Batla House"")",Mesmeric Voice - Tulsi Kumar,album,73,96,-0.2,7,56,108,3.2,0,0,0,0,0,98158101,Spotify,98158101,Very High,Very Loud,Medium,Very Musical,Neutral,Very High
Tulsi Kumar,"Tum Jo Aaye (From ""Once Upon A Time In Mumbaai"")",Mesmeric Vocalzz - Tulsi Kumar,album,57,84,-4.4,9,92,83,4.8,196141948,1234218,18518,True,True,32250068,Youtube,228392016,Very High,Very Loud,Slow,Very Musical,Very Happy,Very High
Tulsi Kumar,"Lagdi Lahore Di (From ""Street Dancer 3D"")",Enchantic Tulsi Kumar,album,78,79,-4.1,4,45,95,3.6,436536961,2338703,45778,True,True,64467110,Youtube,501004071,High,Very Loud,Medium,Very Musical,Neutral,Very High
Tulsi Kumar,"Piya Aaye Na (From ""Aashiqui 2"")",Mesmeric Voice - Tulsi Kumar,album,50,58,-7.7,3,35,81,4.8,99654338,768365,20368,True,True,19959806,Youtube,119614144,Medium,Loud,Slow,Very Musical,Sad,Very High
The Goo Goo Dolls,Iris,Dizzy up the Girl,album,31,71,-8.1,3,49,155,4.8,404479452,2526939,64643,True,True,1130582793,Spotify,1535062245,High,Loud,Very Fast,Very Musical,Neutral,Very High
The Goo Goo Dolls,Slide,Dizzy up the Girl,album,39,84,-4.5,3,48,112,3.5,40507277,196022,6857,True,True,219231273,Spotify,259738550,Very High,Very Loud,Fast,Very Musical,Neutral,Very High
The Goo Goo Dolls,Name,A Boy Named Goo,album,46,70,-5.9,3,40,73,4.5,26846734,159124,5994,True,True,109728011,Spotify,136574745,High,Loud,Slow,Very Musical,Neutral,Very High
The Goo Goo Dolls,Sympathy,Gutterflower,album,54,63,-5.8,2,56,129,3.0,4330034,22891,1005,True,True,71868619,Spotify,76198653,High,Loud,Fast,Very Musical,Neutral,Very High
The Goo Goo Dolls,Black Balloon,Dizzy up the Girl,album,33,62,-8.6,2,33,104,4.2,14710197,77906,4263,True,True,59700964,Spotify,74411161,High,Loud,Medium,Very Musical,Sad,Very High
The Goo Goo Dolls,Here Is Gone,Gutterflower,album,33,68,-5.2,3,22,102,4.0,11186980,58524,2792,True,True,35804165,Spotify,46991145,High,Loud,Medium,Very Musical,Sad,Very High
The Goo Goo Dolls,Acoustic #3,Dizzy up the Girl,album,55,38,-11.6,2,71,125,1.9,6606748,62017,1848,True,True,26712790,Spotify,33319538,Low,Medium,Fast,Very Musical,Happy,Very High
The Goo Goo Dolls,Better Days,Let Love In,album,48,59,-5.0,3,33,113,3.6,12840914,70607,3270,True,True,31775900,Spotify,44616814,Medium,Very Loud,Fast,Very Musical,Sad,Very High
The Goo Goo Dolls,Come To Me,Magnetic,album,58,66,-4.8,2,42,92,3.8,11370999,70581,1919,True,True,40570463,Spotify,51941462,High,Very Loud,Medium,Very Musical,Neutral,Very High
The Goo Goo Dolls,Without You Here,Let Love In,album,49,71,-5.4,2,4,87,3.8,1283014,5138,152,False,False,13103113,Spotify,14386127,High,Loud,Slow,Very Musical,Very Sad,Very High
Breaking Benjamin,The Diary Of Jane - Single Version,Phobia (Clean Version),album,39,96,-4.4,6,26,167,3.3,212771663,1289565,56409,True,True,455053502,Spotify,667825165,Very High,Very Loud,Very Fast,Very Musical,Sad,Very High
Breaking Benjamin,I Will Not Bow,Dear Agony,album,53,95,-3.7,6,55,107,3.6,97359554,593821,23861,True,True,226687646,Spotify,324047200,Very High,Very Loud,Medium,Very Musical,Neutral,Very High
Breaking Benjamin,Breath,Phobia (Clean Version),album,34,86,-4.1,4,31,182,3.6,28444468,126996,11451,False,False,148187534,Spotify,176632002,Very High,Very Loud,Very Fast,Very Musical,Sad,Very High
Breaking Benjamin,Dance With The Devil,Phobia (Explicit Version),album,34,92,-4.5,14,18,155,3.8,2078715,12074,683,False,False,114142832,Spotify,116221547,Very High,Very Loud,Very Fast,Musical,Very Sad,Very High
Breaking Benjamin,Waiting On The Sky To Change,Waiting On The Sky To Change,single,36,93,-4.4,11,30,168,4.1,4658037,84527,4653,False,False,10281203,Spotify,14939240,Very High,Very Loud,Very Fast,Musical,Sad,Very High
Breaking Benjamin,Angels Fall,Dark Before Dawn,album,40,88,-5.1,5,40,195,3.8,61358357,379679,9595,True,True,121162834,Spotify,182521191,Very High,Loud,Very Fast,Very Musical,Neutral,Very High
Breaking Benjamin,Blood,Ember,album,47,97,-2.7,8,28,90,3.2,7280550,74024,4568,True,True,71408368,Spotify,78688918,Very High,Very Loud,Medium,Very Musical,Sad,Very High
Breaking Benjamin,So Cold - Remix,We Are Not Alone,album,49,77,-5.4,6,29,153,4.6,1687,22,1,False,False,114453801,Spotify,114455488,High,Loud,Very Fast,Very Musical,Sad,Very High
Breaking Benjamin,Failure,Dark Before Dawn,album,46,89,-4.9,3,38,155,3.6,34556693,174678,5457,True,True,83249843,Spotify,117806536,Very High,Very Loud,Very Fast,Very Musical,Sad,Very High
Breaking Benjamin,Dear Agony,Dear Agony,album,35,75,-3.6,4,21,125,4.3,21971022,258881,11371,True,True,56907053,Spotify,78878075,High,Very Loud,Fast,Very Musical,Sad,Very High
Duelo,A Mí Me Gustas Tú,A Mí Me Gustas Tú,single,74,58,-5.5,3,39,129,3.1,18968839,120956,721,True,True,21278617,Spotify,40247456,Medium,Loud,Fast,Very Musical,Sad,Very High
Duelo,Puño De Diamantes,Libre Por Naturaleza,album,65,57,-9.3,10,67,157,3.2,70210402,321121,2881,True,True,120535359,Spotify,190745761,Medium,Loud,Very Fast,Musical,Happy,Very High
Duelo,Malabares,Vuela Muy Alto,album,81,72,-6.4,3,52,122,3.5,14068959,28245,519,False,False,86771151,Spotify,100840110,High,Loud,Fast,Very Musical,Neutral,Very High
Duelo,Sentimientos De Cartón,Necesito Más De Ti,album,76,50,-10.3,5,74,154,3.1,13123711,29946,507,False,False,82718800,Spotify,95842511,Medium,Medium,Very Fast,Very Musical,Happy,Very High
Duelo,Veneno,Veneno,album,78,61,-8.6,3,44,119,3.5,43707030,100672,1768,True,True,36469030,Youtube,80176060,High,Loud,Fast,Very Musical,Neutral,Very High
Duelo,Le Dije Al Corazón,En El Area De Sueños,album,54,50,-10.8,4,53,166,2.6,25232189,54868,953,True,True,41345422,Spotify,66577611,Medium,Medium,Very Fast,Very Musical,Neutral,Very High
Duelo,Sonrie,Veneno,album,71,52,-9.9,6,40,155,3.4,35518539,106007,1975,True,True,31624923,Youtube,67143462,Medium,Loud,Very Fast,Very Musical,Neutral,Very High
